Resource ID(s),itemTitle,rightsStatement,publisher,digitizationNomination,originalCarrierLocation,channelConfigurationPhysical,physicalFormat,durationPhysical,proxyFilename,preservationFilename,filesize,channelConfigurationDigital,encoding,sampleRate,bitDepth,checksumString,checksumType,assetIdentifier,date,dateType,contributor,Subject,description,epsIdentifier,rightsSummary,ancillaryMaterials,coverageTemporal,coverageSpatial,generations,Genre,dispositionNomination,fileLocation,relatedInstantiationID,durationDigital,condition,dateDigitized,digitalQC,identifier2,identifierSource2,instantiationTimeStart,intellectualAssetType
122,The Destruction of the Trade Towers,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:28:03,kboo_MD-177_20051015.mp3,kboo_MD-177_20051015.wav,283 MB,stereo,wav,44.1 kHz,16 bits,A71391281B4648FA9671B8F954DE1CE6,md5,MD-177,2005-10-15,unknown,"David Ray Griffin, Mel Reslor",Government/Politics,"Part 3 with Q&A. Interview with David Ray Griffin On 9/11 World Trade Center and how it was an inside job. Broken up into multiple parts. One in 2003 and the other in 2005. It begins with him speaking about how the Bush family was connected. Claims explosives were put in the building days before 9/11 but people working for the Bush family. When asked a reasonable question about where flight 77 is, if it did not crash into the Pentagon he can only give wild speculation. The second part begins with him speaking about the recently (2005) oral histories of 9/11 survivors. He provides examples to further his point that 9/11 was an inside job.",eps00125,Saleable,Notes,,,,,,,,,,,,,,,
121,"Bruce Gagnon at the First Unitarian Church Portland, Oregon",,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,01:15:22,kboo_MD-175_20050729.mp3,kboo_MD-175_20050729.wav,761 MB,stereo,wav,44.1 kHz,16 bits,A9EAB48DBC80534161BA9C1CF1140BFD,md5,MD-175,2005-07-29,unknown,Bruce Gagnon,"Government/Politics, Military/Veterans","Bruce Gagnon who is the coordinator of the global network against weapons and nuclear power in space speaks at the First Unitarian Church Portland, Oregon. His talk begins with someone giving a brief history of his life in activism. He begins talking about how the government wants to try and control weather and how he feels about it. This talk is just him sharing his thoughts on many topics including weather control, Vietnam, the military, politics, college, organization, America, genocide in America. All of this leads up to his assertion that the next step in the military industrial complex is now defunding education and clear air/water programs to begin funding aerospace war, which he sees as the next big war. The speech cuts 4 minutes before the recording ends and then includes segments of the post speech Question and Answer session.",,Saleable,,,,,,,,,,,,,,,,
120,Interview with Eric Schlosser,,,digitized in house,KBOO Archives Room,Mono,Minidisc,00:36:16,kboo_MD-173_20020100.mp3,kboo_MD-173_20020100.wav,183 MB,mono,wav,44.1 kHz,16 bits,BB6DA679B7E47CBB197AE2C41103C6DE,md5,MD-173,2002-01-00,unknown,"Eric Schlosser, Mel Reslor","Food, Agriculture, Labor, Media","Reslor interviews Schlosser about his work Fast Food Nation and his article Reefer Madness. He discuss consumerism, food, drug war, and journalism.Track 1: Fast Food Track 2: Blank Track 3-4: Reefer Madness, etc",,Saleable,,,,,,,,,,,,,,,,
119,Powell's Bookstore: Al Franken on The Truth (with Jokes) (2005),,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:12:21,kboo_MD-172_20051030.mp3,kboo_MD-172_20051030.wav,365 MB,mono,wav,44.1 kHz,16 bits,745AC405D2E0F141B80D4E17096432AF,md5,MD-172,2005-10-30,unknown,Al Franken,"Government/Politics, Humor","Powell's Bookstore hosts Al Franken at the First Congregational Church, Portland, Oregon . Franken speaks on his book The Truth (with Jokes) (2005). Franken discusses the current state of the nation following the 2004 election. He predicts a Barack Obama Presidency in 2015. In the Q&A session Franken is asked about Harriet Miers' withdrawl from consideration for the Supreme Court, the speculation of his run for Congress, the 2004 presidential election, the changign demographic of America, his Air America radio show, and the controversy over Scooter Libby and Joe Wilson. Written on the MiniDisc it says //Unedited.//",,Saleable,,2000 - 2005,,,,,,,,,,,,,,
118,Struggling for a Liberated Existence: A Forum with Presentations by Rod Coronado and Derrick Jensen,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:40:50,kboo_MD-171_20021125.mp3,kboo_MD-171_20021125.wav,509 MB,mono,wav,44.1 kHz,16 bits,F9D703E73563697D55C8886DE5681D26,md5,MD-171,2002-11-25,unknown,"Rob Coranado, Derrick Jensen","Environment/Natural Resources, Law/Court/Crime","The Break the Chains Collective organized this panel at the University of Oregon, which was also attended by the Speaking Truth to Power Defense Committee. Derrick Jensen speaks on his book The Culture of Make Believe (2002). Jensen addresses a variety of topics including prison system, environmental activism, sexual violence, hate groups, and the need to maintain hope as an activist. Rod Coronado speaks on the importance for activists to not give up, his imprisonment for direct action environmental activism, and indigenous peoples' struggles.",,Saleable,Event Flier,,,,,,,,,,,,,,,
117,Sister Helen Prejean Lecture at Jesuit High School,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:49:45,kboo_MD-170p2_20050214.mp3,kboo_MD-170p2_20050214.wav,502 MB,stereo,wav,44.1 kHz,16 bits,B227AA3DBEB5756D7BEE2CD2B9FFDAFE,md5,MD-170p2,2005-02-14,unknown,Helen Prejean,"Prison, Arts/Culture, Faith/Religion/Spirituality","Sister Helen Prejean speaks at Jesuit High School in Portland, Oregon. She discusses how she became a social justice activist seeking to end use of the death penalty. She speaks about her relationship with Patrick Sonnier, the subject of her book Dead Man Walking (1993). She discusses the importance of her book being turned into theater play being performed in schools around the country.",,Saleable,,,,,,,,,,,,,,,,
116,In Harm's Way: Toxic Threats to Child Development,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,01:08:22,kboo_MD-169_20031106.mp3,kboo_MD-169_20031106.wav,690 MB,stereo,wav,44.1 kHz,16 bits,6D1FCDF8B57E25B7CDDC090C6616D2D1,md5,MD-169,2003-11-06,unknown,"Norma Greir, Sandra Steingraber, Catherine Thomasson, Michelle Gottlieb","Health, Women, Youth, Family, Environment/Climate, Science/Technology","Activist and author Sandra Steingraber speaks at the In Harm's Way conference at the Oregon Health & Science University (OHSU) in Portland, Oregon. The event was sponsored by the Oregon Physicians for Social Responsibility and the Northwest Coalition for an Alternative to Pesticides. Steingraber address issues the relationship between chemical toxins and birth defects. Included on this recording are interviews with Norma Grier, Sandra Steingraber, Catherine Thomasson, and Michelle Gottleib.",,Saleable,,,,,,,,,,,,,,,,
115,Human Rights and Ethical Globalization: Speech by Mary Robinson at the University of Oregon,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:23:37,kboo_MD-166_20040303.mp3,kboo_MD-166_20040303.wav,422 MB,mono,wav,44.1 kHz,16 bits,B4C57D02E2533C4B8B5BA485FE31615F,md5,MD-166,2004-03-03,unknown,Mary Robinson,"Global Affairs, Civil Rights/Human Rights","Mary Robinson, the former President of Ireland and member of the U.N. High Commission on Human Rights, speaks at the University of Oregon's Oregon Ballroom at the invite of the Wayne Morse Center for Law and Politics. She addresses global issues of human rights and economic inequality. In the Q&A after her speech she answers questions on the New Lodge Six, the Choctaw's financial donation during the Irish famine, media, and environmentalism.",,Saleable,,,Ireland,,,,,,,,,,,,,
114,Fifth Annual International Speaker Series #5 with Zbigniew Brzezinsk at Arlene Schnitzer Concert Hall -- With Us or Against Us: the Challenges of Global Leadership,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:58:26,kboo_MD-165_20050310.mp3,kboo_MD-165_20050310.wav,590 MB,stereo,wav,44.1 kHz,16 bits,47AB889D01878FA99629CC3A29B79694,md5,MD-165,2005-03-10,unknown,Zbigniew Brzezinski,"Global Affairs, War/Peace, Government/Politics","The World Affairs Council of Oregon introduces speaker Dr. Zbigniew Brzezinski, the former National Security Advisor to President Carter who speaks at the Arlene Schnitzer Concert Hall in Portland, Oregon. A protester disrupts the speech just as Brzezinski begins his lecture. Brzezinski discusses the potential for the spread of democracy globally and the outlook of national security for the U.S. in the next fifteen years. During the Q&A Brzezinski answers questions on China, Hezbollah, President Bush's nominations to the U.N., the lack of military service of Bush's cabinet, //the enemy of our enemy is our friend, // his role in the 2004 Orange Revolution in Ukraine and his views on Viktor Yushchenko, and Afghanistan during the Cold War. Audio is only excerpts and cuts out abruptly during the Q&A.",,Non-Saleable,,,,,,,,,,,,,,,,
113,John Robbins Speaks at First Unitarian Church,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:26:29,kboo_MD-164_20010419.mp3,kboo_MD-164_20010419.wav,873 MB,stereo,wav,44.1 kHz,16 bits,69709214F7AEECF0731AEA7E2E9409E0,md5,MD-164,2001-04-19,unknown,John Robbins,"Food, Health, Family, Environment/Climate","John Robbins Speaks about Food, Health and the Earth at the First Unitarian Church. Robbins begins speaking right off the bat, beginning with how his daughter in law gave birth to premature twins who needed round the clock care. Including Kangaroo care and how the hospital referred to them as miracle babies. Then starts speaking about how food gives you the energy to do what you love and how in every culture eating with others can lead to peace-making. Other topics include meat based diets, how bad the living conditions of animals are, how people should protect animal rights, weather disturbances/ climate change and how it affects how food is produced. People need to switch to a plant-based diet. He later talks about Monsanto and how we as people are not yet evolved enough to eat genetically modified food and how they should be labeled. He later details his episode of //Lifestyles of the Rich and Famous// and how weird it was.",,Saleable,,,,,,,,,,,,,,,,
112,Democracy Rising's //People Have the Power Tour// with Ralph Nader at Rose Garden,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:31:14,kboo_MD-163_20010804.mp3,kboo_MD-163_20010804.wav,460 MB,mono,wav,44.1 kHz,16 bits,C6042DE3633344C402D40FBF2738D122,md5,MD-163,2001-08-04,unknown,"Ralph Nader, Eddie Vedder, Jesse Collins Young, Medea Benjamin, Jello Biafra","Government/Politics, Corporations, Activism, Community Building","Democracy Rising was an organization created by former Green Party presidential candidate Ralph Nader following the 2000 election. Nader and Democracy Rising organized a  //People Have the Power Tour// between June 2001 and October 2003. The crowd was estimated at 7, 500 in Portland, the largest crowd according to Democracy Rising on the 17 city tour. 100 organizations were said to have cosponsored or tabled at the event.Track 1: Jesse Collin Young; Track 3: Jello Biafra. Biafra discusses the //Spirit of Seattle// WTO protests, corporate feudalism, the 2000 elections, grassroots organization.Track 5: Medea Benjamin speaks on free trade vs. fair trade, mass movement building, energy, the War on Drugs, the //Spirit of Seattle, // democracy, corporations, Nike, and the 2001-09-29 planned protest against globalization policies in Washington, D.C. Track 7: Eddie Vedder introduces Ralph Nader. Nader speaks on democracy, the //Oregon Progressive Mystique, // the concentration of power and wealth, the //new slavery// by corporations, and a history of //wrong turns// by those in power in America. He asserts that people have the power to create a new democracy. Disc is labeled //Air Copy.//",,Non-Saleable,,2000-2001,"Portland, OR",,,,,,,,,,,,,
111,Powell's Bookstore: Barbara Ehrenreich on Nickel and Dimed: On (Not) Getting by in America (2001),,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:50:51,kboo_MD-162_20010529.mp3,kboo_MD-162_20010529.wav,257 MB,mono,wav,44.1 kHz,16 bits,3EC67122CE2764FE58928EF6F7F63DD5,md5,MD-162,2001-05-29,unknown,Barbara Ehrenreich,Labor,Barbara Ehrenreich reading from her book Nickel and Dimed at Powell's Books on Hawthorne. She also talks about her experiences while writing the book. Followed by a Q&A.,,Saleable,,,,,,,,,,,,,,,,
110,Vandana Shiva interviewed by Andrew Geller,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:39:04,kboo_MD-161_20001211.mp3,kboo_MD-161_20001211.wav,197 MB,mono,wav,44.1 kHz,16 bits,410FFB35E9C99697C34A8F0032D7C1E4,md5,MD-161,2000-10-20,unknown,"Vandana Shiva, Andrew Geller","Food, Global Affairs, War/Peace","Vandana Shiva talks the pollution of organic foods, genetically modified food and how  civil wars, weather and other things can alter how people around the world get food. She continues on to speak about the Seattle WTO summit and how immediately after she was hounded with interviews and job requests and how people from around the world knew what was going on in America. She also speaks about biotechnology and monsanto.",,Non-Saleable,,,,,,,,,,,,,,,,
109,MD-160.2 title,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:58:48,kboo_MD-160p2_20010208.mp3,kboo_MD-160p2_20010208.wav,297 MB,mono,wav,44.1 kHz,16 bits,C2695015C11A3B082639A1548EC65854,md5,MD-160p2,2001-02-08,unknown,Nancy Turner,,University of Victoria,,Non-Saleable,,,,,,,,,,,,,,,,
108,MD-160.1 title,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:04:45,kboo_MD-160p1_20001211.mp3,kboo_MD-160p1_20001211.wav,654 MB,stereo,wav,44.1 kHz,16 bits,9BB0E709A2518C8B68CCEBB74FE1D510,md5,MD-160p1,2000-12-11,unknown,Helena Norberg-Hodge,,First Unitarian Church,,Non-Saleable,,,,,,,,,,,,,,,,
107,John Trudell Part 2,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:02:58,kboo_MD-159d2.mp3,kboo_MD-159d2.wav,15 MB,mono,wav,44.1 kHz,16 bits,F3318A43F2697490AEC3814564A944AE,md5,MD-159d2,,unknown,John Trudell,"Arts/Culture, Indigenous",John Trudell speaks on Indigenous culture in the America's in the 21st century. No date or location is listed on the MiniDisc. Recording cuts out in the middle of sentence.,,Non-Saleable,,,,,,,,,,,,,,,,
106,John Trudell Part 1,,KBOO,digitized in house,KBOO Archives Room,Stereo,Minidisc,00:45:21,kboo_MD-159d1.mp3,kboo_MD-159d1.wav,458 MB,stereo,wav,44.1 kHz,16 bits,FE66D4707B7CF0D50C999F4989C28814,md5,MD-159d1,,unknown,John Trudell,"Arts/Culture, Indigenous",John Trudell speaks on Indigenous culture in the America's in the 21st century. No date or location is listed on the MiniDisc.,,Non-Saleable,,,,,,,,,,,,,,,,
105,FTAA Protests in Miami,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:00:34,kboo_MD-158d2p2_20031100.mp3,kboo_MD-158d2p2_20031100.wav,306 MB,mono,wav,44.1 kHz,16 bits,C405F20F14EC9DF1A8D702B2232781E0,md5,MD-158d2p2,2003-11-00,unknown,"Andrew Geller (KBOO), Fatima Mello, Sarah Anderson, Kameelah Benjamin-Fuller, Melody, Kris Hermes","Activism, Economy, Global Affairs, Labor, Corporations",,eps00124,Saleable,,2003,"Miami, FL; Brazil; Latin America",,,,,,,,,,,,,
104,Nick Begich Speech on the High Frequency Active Auroral Research Program (HAARP): Part 2,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:34:48,kboo_MD-158d2p1_20031115.mp3,kboo_MD-158d2p1_20031115.wav,478 MB,mono,wav,44.1 kHz,16 bits,5A0106CDFE5CBA6FE50CCAC592E7C600,md5,MD-158d2p1,2003-11-15,unknown,Nick Begich,"Science/Technology, Military/Veterans, Government/Politics",Nick Begich speaks to an audience on the subject of the High Frequency Active Auroral Research Program (HAAlternative RadioP) in Alaska. Begich also speaks on the reported linkage between cell phone usage and cancer. Part 2 includes a Q&A with Begich.,,Non-Saleable,,1980 - 2000,"Alaska, North America, Globe",,,,,,,,,,,,,
103,Nick Begich Speech on the High Frequency Active Auroral Research Program (HAARP): Part 1,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:30:55,kboo_MD-158d1_20031115.mp3,kboo_MD-158d1_20031115.wav,459 MB,mono,wav,44.1 kHz,16 bits,923C511EC08322721D1B6E31755FAF30,md5,MD-158d1,2003-11-15,unknown,Nick Begich,"Science/Technology, Military/Veterans, Government/Politics, Animals",Nick Begich speaks to an audience on the subject of the High Frequency Active Auroral Research Program (HAAlternative RadioP) in Alaska. Begich also speaks on the reported linkage between cell phone usage and cancer. The MiniDisc is labeled //Airport Holiday Inn 11/15/03//,,Non-Saleable,,1980 - 2000,"Alaska, North America, Globe",,,,,,,,,,,,,
102,Break the Chains Conference 2003,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,01:36:29,kboo_MD-157d4p2_20030810.mp3,kboo_MD-157d4p2_20030810.wav,487 MB,mono,wav,44.1 kHz,16 bits,13B698E1F045FB43B8C040F1E6E29011,md5,MD-157d4p2,2003-08-10,unknown,"David Oaks, David James","Activism, Prison, Drugs, Health, Recovery, Disability","Break the Chains Conference: Chemical Prison: The Merger of the Psychiatric and Prison Industries by David Oaks and David James. David Oaks of Mind Freedom and David James speak at the Break the Chains Conference on 2003-08-10 at 10:30am.The conference was held August 8 - 10, 2003 at the University of Oregon in Eugene. Oaks discusses the use of psychiatric drugs within the psychiatric system, prisons, and society at large. Oaks and James discuss their personal experience within the psychiatric system and their activism to free those wrongfully imprisoned. Break the Chains Conference planners stated the following vision: //We are organizing this conference to educate people about the bleak reality of the prison crisis, to mobilize people from the anti-repression, prisoner-support and anti-capitalist movements, to humbly host like-minded activists from other regions in what we hope is to be an extremely powerful and productive convergence, to learn from survivors of the prison system and gain from them invaluable lessons about the nature of the beast we are up against, and to begin the difficult task of developing a cohesive, organized, diverse, and effective movement against state repression and the politics of mass imprisonment. As the ruling elite intensifies its repression more & more broadly, such a movement becomes necessary now more than ever before.//",eps00110,Saleable,,,,Original,,,,,,,,,,,,
101,Break the Chains Conference 2003,,KBOO,digitized in house,KBOO Archives Room,Mono,Minidisc,00:37:37,kboo_MD-157d4p1_20030810.mp3,kboo_MD-157d4p1_20030810.wav,190 MB,mono,wav,44.1 kHz,16 bits,F86D9917917AC75BCC85CE6A61C334AC,md5,MD-157d4p1,2003-08-10,unknown,Craig Rosebraugh,"Law/Court/Crime, Government/Politics, Environment/Climate, Activism","Break the Chains Conference: On the Legitimacy of Revolutionary Violence by Craig Rosebraugh, Arissa. Craig Rosebraugh of Arissa speaks at the Break the Chains Conference on 2003-08-10 at 9:00am.The conference was held August 8 -10, 2003 at the University of Oregon in Eugene. Rosebraugh discusses the decision liberation movements made on the question of whether or not to use violence including Nelson Mandela, Gandhi, and the Earth Liberation Front (ELF). The Break the Chains Conference was held August 8 -10, 2003 at the University of Oregon in Eugene. Break the Chains Conference planners stated the following vision: //We are organizing this conference to educate people about the bleak reality of the prison crisis, to mobilize people from the anti-repression, prisoner-support and anti-capitalist movements, to humbly host like-minded activists from other regions in what we hope is to be an extremely powerful and productive convergence, to learn from survivors of the prison system and gain from them invaluable lessons about the nature of the beast we are up against, and to begin the difficult task of developing a cohesive, organized, diverse, and effective movement against state repression and the politics of mass imprisonment. As the ruling elite intensifies its repression more & more broadly, such a movement becomes necessary now more than ever before.//",eps00110,Saleable,,,,Original,,,,,,,,,,,,
